epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,279.247,0.53008,1.0343,0.81848,0.68127,1,0.78221,0.68931,0.48382,0.65302,0.84758,0.000416,0.000416,0.000416
82,282.68,0.56318,0.66952,0.8215,0.68127,1,0.78221,0.68931,0.48382,0.65302,0.84758,0.0003962,0.0003962,0.0003962
83,286.054,0.54568,0.67575,0.82381,0.68124,1,0.79394,0.68716,0.48549,0.64367,0.84797,0.0003764,0.0003764,0.0003764
84,289.568,0.57644,0.72279,0.86123,0.68124,1,0.79394,0.68716,0.48549,0.64367,0.84797,0.0003566,0.0003566,0.0003566
85,292.957,0.51626,0.6912,0.8474,0.6812,1,0.81153,0.69877,0.50159,0.65243,0.84937,0.0003368,0.0003368,0.0003368
86,296.328,0.51169,0.64732,0.79504,0.6812,1,0.81153,0.69877,0.50159,0.65243,0.84937,0.000317,0.000317,0.000317
87,299.69,0.52709,0.66461,0.80089,0.68121,1,0.81948,0.70896,0.49609,0.65146,0.8477,0.0002972,0.0002972,0.0002972
88,303.492,0.61864,0.70305,0.84209,0.68121,1,0.81948,0.70896,0.49609,0.65146,0.8477,0.0002774,0.0002774,0.0002774
89,307.379,0.59254,0.66975,0.84171,0.68122,1,0.81837,0.71474,0.46738,0.64102,0.8448,0.0002576,0.0002576,0.0002576
90,311.544,0.47958,0.60506,0.82237,0.68122,1,0.81837,0.71474,0.46738,0.64102,0.8448,0.0002378,0.0002378,0.0002378
91,323.677,0.62425,0.94615,0.90877,0.68122,1,0.82915,0.73723,0.46353,0.63993,0.84196,0.000218,0.000218,0.000218
92,327.344,0.48464,0.75817,0.79519,0.68122,1,0.82915,0.73723,0.46353,0.63993,0.84196,0.0001982,0.0001982,0.0001982
93,330.987,0.53266,0.69702,0.88402,0.68117,1,0.84559,0.74779,0.46211,0.64001,0.83971,0.0001784,0.0001784,0.0001784
94,334.621,0.49729,0.667,0.80569,0.68117,1,0.84559,0.74779,0.46211,0.64001,0.83971,0.0001586,0.0001586,0.0001586
95,338.306,0.50613,0.74772,0.83457,0.68109,1,0.84928,0.75182,0.45925,0.64247,0.83839,0.0001388,0.0001388,0.0001388
96,341.881,0.54829,0.66698,0.81232,0.68109,1,0.84928,0.75182,0.45925,0.64247,0.83839,0.000119,0.000119,0.000119
97,345.437,0.56733,0.7775,0.84184,0.80965,0.84,0.84545,0.74473,0.45705,0.64755,0.83787,9.92e-05,9.92e-05,9.92e-05
98,348.784,0.49034,0.70121,0.84291,0.80965,0.84,0.84545,0.74473,0.45705,0.64755,0.83787,7.94e-05,7.94e-05,7.94e-05
99,352.214,0.49281,0.7196,0.80828,0.81141,0.84,0.84636,0.74275,0.45831,0.65644,0.83754,5.96e-05,5.96e-05,5.96e-05
100,355.663,0.51668,0.77494,0.82849,0.81141,0.84,0.84636,0.74275,0.45831,0.65644,0.83754,3.98e-05,3.98e-05,3.98e-05
