epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,878.936,0.67076,0.45071,0.92081,0.99508,1,0.99433,0.89122,0.54649,0.38878,0.82109,0.000622615,0.000622615,0.000622615
59,893.903,0.66562,0.45356,0.93411,0.99467,1,0.99325,0.88966,0.54039,0.3751,0.81846,0.000608468,0.000608468,0.000608468
60,909.128,0.66331,0.44843,0.93846,0.99497,1,0.99296,0.89622,0.52461,0.36872,0.81861,0.000594321,0.000594321,0.000594321
61,924.232,0.66748,0.44382,0.92747,0.99577,1,0.99329,0.88378,0.56861,0.38087,0.82247,0.000580174,0.000580174,0.000580174
62,939.285,0.65249,0.44277,0.92042,0.99526,1,0.99344,0.88989,0.53933,0.3727,0.81776,0.000566027,0.000566027,0.000566027
63,954.242,0.64313,0.44549,0.92366,0.99512,1,0.99392,0.89619,0.51812,0.37614,0.81116,0.00055188,0.00055188,0.00055188
64,969.498,0.67796,0.46678,0.92409,0.99483,1,0.99354,0.89954,0.50133,0.36079,0.80934,0.000537733,0.000537733,0.000537733
65,984.313,0.636,0.43377,0.9059,0.99522,1,0.99398,0.88733,0.52538,0.36706,0.81343,0.000523586,0.000523586,0.000523586
66,999.861,0.66779,0.45008,0.93261,0.99451,1,0.99406,0.9029,0.5028,0.36162,0.80973,0.000509438,0.000509438,0.000509438
67,1015.3,0.63894,0.42623,0.93402,0.99507,1,0.99442,0.91902,0.48505,0.34426,0.80816,0.000495291,0.000495291,0.000495291
68,1030.37,0.61301,0.428,0.91425,0.99569,1,0.99488,0.91793,0.49126,0.34712,0.81112,0.000481144,0.000481144,0.000481144
69,1045.51,0.62739,0.43861,0.91591,0.99475,1,0.995,0.91006,0.48431,0.34709,0.80971,0.000466997,0.000466997,0.000466997
70,1060.82,0.61125,0.42813,0.91039,0.99515,1,0.99494,0.9034,0.48722,0.33591,0.80763,0.00045285,0.00045285,0.00045285
71,1075.91,0.62465,0.42198,0.92918,0.99535,1,0.99444,0.90266,0.49886,0.33806,0.80989,0.000438703,0.000438703,0.000438703
72,1090.93,0.60856,0.40359,0.91386,0.99508,1,0.9945,0.91283,0.47036,0.33044,0.80626,0.000424556,0.000424556,0.000424556
73,1105.93,0.62687,0.42623,0.92612,0.99562,1,0.995,0.91347,0.47599,0.33314,0.80584,0.000410409,0.000410409,0.000410409
74,1120.95,0.58911,0.40821,0.90843,0.99577,1,0.99498,0.90732,0.49498,0.32879,0.80761,0.000396262,0.000396262,0.000396262
75,1136.38,0.62803,0.41596,0.92014,0.99549,1,0.99498,0.90465,0.48197,0.32476,0.8032,0.000382115,0.000382115,0.000382115
76,1152.3,0.61195,0.40564,0.92339,0.99508,1,0.99469,0.91137,0.47331,0.3273,0.80405,0.000367967,0.000367967,0.000367967
77,1168.62,0.61912,0.40937,0.90675,0.99519,1,0.99438,0.91237,0.4796,0.32768,0.80669,0.00035382,0.00035382,0.00035382
78,1184.45,0.60197,0.41709,0.90833,0.99533,1,0.99419,0.91909,0.46509,0.31788,0.80252,0.000339673,0.000339673,0.000339673
79,1199.6,0.597,0.41269,0.91162,0.99518,1,0.995,0.90837,0.47227,0.31909,0.80344,0.000325526,0.000325526,0.000325526
80,1214.75,0.60352,0.40525,0.92045,0.9954,1,0.995,0.91003,0.47673,0.31978,0.80247,0.000311379,0.000311379,0.000311379
81,1229.82,0.61653,0.41463,0.91476,0.99651,1,0.995,0.90997,0.46927,0.31461,0.80111,0.000297232,0.000297232,0.000297232
82,1244.82,0.60617,0.39881,0.90901,0.99649,1,0.995,0.9114,0.47134,0.31179,0.80399,0.000283085,0.000283085,0.000283085
83,1259.63,0.60401,0.39472,0.8982,0.99686,1,0.995,0.9169,0.45373,0.30765,0.79879,0.000268938,0.000268938,0.000268938
84,1274.84,0.60225,0.40082,0.91423,0.99666,1,0.995,0.91765,0.45395,0.31248,0.79903,0.000254791,0.000254791,0.000254791
85,1290.13,0.56215,0.38887,0.88955,0.99707,1,0.995,0.91657,0.47006,0.3157,0.80271,0.000240644,0.000240644,0.000240644
86,1305.34,0.567,0.37864,0.89949,0.99715,1,0.995,0.91954,0.45547,0.31204,0.79836,0.000226497,0.000226497,0.000226497
87,1320.58,0.5601,0.38084,0.8944,0.99596,1,0.995,0.92626,0.44017,0.30271,0.79635,0.000212349,0.000212349,0.000212349
88,1335.51,0.56006,0.39402,0.88287,0.9955,1,0.995,0.92291,0.45006,0.297,0.79767,0.000198202,0.000198202,0.000198202
89,1350.32,0.5809,0.38223,0.90504,0.99543,1,0.995,0.92324,0.44137,0.29592,0.79627,0.000184055,0.000184055,0.000184055
90,1365.24,0.58397,0.38551,0.90002,0.99572,1,0.995,0.92651,0.43928,0.29424,0.79656,0.000169908,0.000169908,0.000169908
91,1400.88,0.46778,0.32974,0.82085,0.99561,1,0.995,0.92496,0.44038,0.29792,0.79581,0.000155761,0.000155761,0.000155761
92,1416.31,0.48951,0.33151,0.82503,0.9955,1,0.995,0.92015,0.4392,0.30018,0.79497,0.000141614,0.000141614,0.000141614
93,1431.35,0.45941,0.32426,0.81722,0.9956,1,0.995,0.92699,0.43527,0.29752,0.79416,0.000127467,0.000127467,0.000127467
94,1446.68,0.46544,0.32163,0.82432,0.99679,1,0.995,0.92259,0.42974,0.2913,0.79283,0.00011332,0.00011332,0.00011332
95,1461.8,0.45514,0.3137,0.81525,0.99732,1,0.995,0.9272,0.43189,0.28744,0.79348,9.91726e-05,9.91726e-05,9.91726e-05
96,1476.88,0.46036,0.31143,0.82983,0.99734,1,0.995,0.92685,0.42967,0.2833,0.79386,8.50255e-05,8.50255e-05,8.50255e-05
97,1491.5,0.4608,0.31761,0.81809,0.99722,1,0.995,0.93249,0.42562,0.28131,0.79309,7.08784e-05,7.08784e-05,7.08784e-05
98,1506.47,0.44786,0.30507,0.82545,0.99696,1,0.995,0.93076,0.42073,0.27799,0.7918,5.67313e-05,5.67313e-05,5.67313e-05
99,1521.17,0.44168,0.30473,0.82251,0.99681,1,0.995,0.92915,0.42093,0.28024,0.79148,4.25842e-05,4.25842e-05,4.25842e-05
100,1536.2,0.44329,0.3116,0.81785,0.99707,1,0.995,0.92848,0.41909,0.28098,0.79124,2.84371e-05,2.84371e-05,2.84371e-05
