epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,332.025,0.69111,0.62673,0.88746,0.92765,0.99301,0.95636,0.81429,0.66134,0.55259,0.91954,0.0014654,0.0014654,0.0014654
29,343.79,0.74969,0.70921,0.95514,0.9273,0.99301,0.95648,0.80225,0.63567,0.61305,0.92233,0.0014456,0.0014456,0.0014456
30,355.597,0.71204,0.63194,0.92082,0.92738,0.99301,0.96107,0.82055,0.65138,0.52204,0.93068,0.0014258,0.0014258,0.0014258
31,367.343,0.69696,0.70379,0.89809,0.92749,0.99301,0.95737,0.84974,0.55806,0.5113,0.8919,0.001406,0.001406,0.001406
32,379.139,0.6894,0.59345,0.92096,0.92682,0.99301,0.95671,0.84925,0.56343,0.53558,0.89398,0.0013862,0.0013862,0.0013862
33,391.284,0.72558,0.69599,0.9111,0.92641,0.99301,0.95481,0.84681,0.5551,0.52885,0.89258,0.0013664,0.0013664,0.0013664
34,402.872,0.69507,0.66302,0.9451,0.92739,0.99301,0.957,0.83658,0.55146,0.52239,0.88495,0.0013466,0.0013466,0.0013466
35,414.706,0.63922,0.60507,0.91499,0.92342,0.96503,0.94926,0.81238,0.62407,0.5757,0.90977,0.0013268,0.0013268,0.0013268
36,426.478,0.7219,0.63146,0.97333,0.92745,0.99301,0.9644,0.85926,0.55855,0.50512,0.88103,0.001307,0.001307,0.001307
37,438.302,0.69979,0.57999,0.91062,0.92751,0.99301,0.96338,0.85044,0.58804,0.52421,0.89036,0.0012872,0.0012872,0.0012872
38,449.853,0.63234,0.52994,0.90311,0.92751,0.99301,0.96638,0.83573,0.60819,0.51617,0.90929,0.0012674,0.0012674,0.0012674
39,461.707,0.5866,0.51445,0.82706,0.92747,0.99301,0.96495,0.83988,0.57899,0.50368,0.8854,0.0012476,0.0012476,0.0012476
40,473.276,0.66478,0.58281,0.90041,0.92746,0.99301,0.96395,0.85944,0.51334,0.46428,0.85751,0.0012278,0.0012278,0.0012278
41,485.115,0.62866,0.57555,0.89786,0.9273,0.99301,0.96514,0.8691,0.50745,0.48757,0.86843,0.001208,0.001208,0.001208
42,497.188,0.60187,0.5921,0.87189,0.92721,0.99301,0.95891,0.86849,0.47158,0.50638,0.85024,0.0011882,0.0011882,0.0011882
43,508.819,0.62394,0.55739,0.89603,0.92746,0.99301,0.95853,0.84126,0.52416,0.47116,0.86894,0.0011684,0.0011684,0.0011684
44,520.485,0.63229,0.54843,0.899,0.92747,0.99301,0.96162,0.87885,0.53759,0.49812,0.86769,0.0011486,0.0011486,0.0011486
45,532.577,0.6487,0.57026,0.8691,0.92759,0.99301,0.95786,0.86362,0.55872,0.5117,0.86964,0.0011288,0.0011288,0.0011288
46,544.209,0.65154,0.59218,0.91206,0.92732,0.99301,0.95559,0.8678,0.50176,0.49411,0.86168,0.001109,0.001109,0.001109
47,556.105,0.65828,0.57541,0.90785,0.92712,0.99301,0.95992,0.87225,0.52437,0.48556,0.8665,0.0010892,0.0010892,0.0010892
48,568.02,0.63942,0.55395,0.89327,0.92743,0.99301,0.95992,0.85775,0.56043,0.48782,0.87079,0.0010694,0.0010694,0.0010694
49,579.688,0.66832,0.76259,0.93545,0.9276,0.99301,0.96116,0.84701,0.61102,0.49637,0.88802,0.0010496,0.0010496,0.0010496
50,591.586,0.65512,0.61054,0.88717,0.92764,0.99301,0.96242,0.8574,0.51842,0.47489,0.85972,0.0010298,0.0010298,0.0010298
51,603.403,0.68515,0.6107,0.9008,0.9276,0.99301,0.96274,0.88145,0.51053,0.52356,0.86441,0.00101,0.00101,0.00101
52,615.61,0.60858,0.52294,0.89015,0.92758,0.99301,0.96054,0.85306,0.52657,0.4974,0.86934,0.0009902,0.0009902,0.0009902
53,627.348,0.60709,0.53138,0.87884,0.92765,0.99301,0.96153,0.86057,0.50959,0.46595,0.86386,0.0009704,0.0009704,0.0009704
54,639.076,0.52214,0.54983,0.82069,0.92766,0.99301,0.96187,0.86359,0.50577,0.46646,0.86705,0.0009506,0.0009506,0.0009506
55,650.701,0.55885,0.46686,0.83604,0.9276,0.99301,0.95884,0.86979,0.47938,0.44441,0.85088,0.0009308,0.0009308,0.0009308
56,662.458,0.51352,0.47101,0.80455,0.92763,0.99301,0.95991,0.85855,0.49795,0.45363,0.85762,0.000911,0.000911,0.000911
57,674.385,0.56952,0.54005,0.86085,0.92767,0.99301,0.9598,0.86992,0.46004,0.44132,0.84599,0.0008912,0.0008912,0.0008912
58,686.158,0.57819,0.60463,0.88838,0.92771,0.99301,0.95796,0.87716,0.45569,0.44157,0.83921,0.0008714,0.0008714,0.0008714
59,697.941,0.59872,0.54925,0.88565,0.92769,0.99301,0.96042,0.85509,0.53953,0.44507,0.85645,0.0008516,0.0008516,0.0008516
60,710.266,0.58337,0.48359,0.8815,0.92764,0.99301,0.96209,0.86892,0.47249,0.43097,0.84464,0.0008318,0.0008318,0.0008318
61,722.07,0.54042,0.4995,0.86025,0.92761,0.99301,0.96366,0.87747,0.47337,0.45024,0.84331,0.000812,0.000812,0.000812
62,733.741,0.58247,0.53169,0.87279,0.9276,0.99301,0.96312,0.89413,0.45189,0.44836,0.83966,0.0007922,0.0007922,0.0007922
63,745.625,0.53901,0.49071,0.92034,0.92766,0.99301,0.96901,0.89567,0.43724,0.41581,0.83565,0.0007724,0.0007724,0.0007724
64,757.505,0.5528,0.63571,0.91062,0.92767,0.99301,0.96349,0.89209,0.41637,0.4084,0.83293,0.0007526,0.0007526,0.0007526
65,769.093,0.52826,0.47953,0.85664,0.92765,0.99301,0.96215,0.9004,0.41215,0.4034,0.8287,0.0007328,0.0007328,0.0007328
66,781.328,0.49536,0.50445,0.8664,0.92763,0.99301,0.96169,0.90045,0.41525,0.40679,0.82757,0.000713,0.000713,0.000713
67,793.342,0.49337,0.49707,0.82307,0.92851,0.99909,0.95553,0.89348,0.4069,0.41543,0.82627,0.0006932,0.0006932,0.0006932
68,805.151,0.48014,0.44848,0.86901,0.92714,0.99301,0.9559,0.89463,0.40109,0.41103,0.82613,0.0006734,0.0006734,0.0006734
69,816.715,0.43549,0.41908,0.80359,0.92701,0.99301,0.95769,0.88993,0.41098,0.41338,0.82842,0.0006536,0.0006536,0.0006536
70,828.595,0.46093,0.47436,0.81591,0.92718,0.99301,0.96045,0.89056,0.43813,0.40966,0.83381,0.0006338,0.0006338,0.0006338
71,840.267,0.47792,0.49828,0.8306,0.93367,0.9843,0.95838,0.887,0.41763,0.40628,0.83043,0.000614,0.000614,0.000614
72,851.917,0.47943,0.47032,0.86533,0.92701,0.99301,0.95857,0.89554,0.41659,0.40881,0.83108,0.0005942,0.0005942,0.0005942
73,863.802,0.49451,0.44081,0.85229,0.92743,0.99301,0.96225,0.90899,0.40397,0.39263,0.82542,0.0005744,0.0005744,0.0005744
74,875.546,0.4887,0.47405,0.86476,0.92745,0.99301,0.96049,0.90663,0.41471,0.393,0.82689,0.0005546,0.0005546,0.0005546
75,887.46,0.50834,0.44998,0.87221,0.92747,0.99301,0.964,0.91614,0.37796,0.39551,0.81965,0.0005348,0.0005348,0.0005348
76,899.899,0.48754,0.42875,0.85393,0.92747,0.99301,0.96455,0.91859,0.37495,0.39014,0.81837,0.000515,0.000515,0.000515
77,911.89,0.4968,0.44078,0.84596,0.92746,0.99301,0.96372,0.91747,0.36565,0.38733,0.816,0.0004952,0.0004952,0.0004952
78,923.658,0.4549,0.4687,0.8296,0.92745,0.99301,0.96479,0.91872,0.37137,0.40146,0.81748,0.0004754,0.0004754,0.0004754
79,935.725,0.43281,0.44001,0.82003,0.92723,0.99301,0.96653,0.91536,0.38426,0.39559,0.81957,0.0004556,0.0004556,0.0004556
80,947.809,0.47456,0.46823,0.81753,0.92712,0.99301,0.96712,0.91838,0.37452,0.38386,0.8164,0.0004358,0.0004358,0.0004358
81,959.827,0.45984,0.47007,0.83804,0.92701,0.99301,0.96711,0.91054,0.38345,0.38047,0.81687,0.000416,0.000416,0.000416
82,971.638,0.46564,0.40976,0.83759,0.92687,0.99301,0.9658,0.91032,0.37234,0.3787,0.81383,0.0003962,0.0003962,0.0003962
83,983.387,0.43252,0.40552,0.80487,0.92684,0.99301,0.96592,0.91065,0.3831,0.38493,0.81494,0.0003764,0.0003764,0.0003764
84,995.267,0.50061,0.48647,0.85262,0.92677,0.99301,0.96617,0.90924,0.40043,0.37812,0.82215,0.0003566,0.0003566,0.0003566
85,1007.17,0.44705,0.59252,0.8106,0.92683,0.99301,0.96693,0.89038,0.41777,0.38206,0.82518,0.0003368,0.0003368,0.0003368
86,1019.02,0.49403,0.47999,0.86186,0.92683,0.99301,0.96671,0.8871,0.41614,0.38588,0.82273,0.000317,0.000317,0.000317
87,1030.87,0.48631,0.42959,0.85893,0.92707,0.99301,0.9642,0.91293,0.35628,0.37622,0.80838,0.0002972,0.0002972,0.0002972
88,1042.6,0.47989,0.53904,0.85347,0.92714,0.99301,0.96379,0.92295,0.34683,0.36707,0.80757,0.0002774,0.0002774,0.0002774
89,1054.4,0.44755,0.46547,0.79495,0.92721,0.99301,0.96357,0.92645,0.34025,0.36184,0.80692,0.0002576,0.0002576,0.0002576
90,1066.26,0.41796,0.42347,0.80058,0.92733,0.99301,0.96234,0.92296,0.32399,0.36069,0.80478,0.0002378,0.0002378,0.0002378
91,1082.25,0.42764,0.45274,0.82454,0.92712,0.99301,0.9644,0.90752,0.38528,0.37222,0.81891,0.000218,0.000218,0.000218
92,1094.13,0.43607,0.44646,0.85696,0.92725,0.99301,0.96377,0.9051,0.38849,0.37645,0.81935,0.0001982,0.0001982,0.0001982
93,1106.06,0.40404,0.43505,0.822,0.92732,0.99301,0.96368,0.90768,0.37311,0.37183,0.81559,0.0001784,0.0001784,0.0001784
94,1117.94,0.40503,0.44459,0.83288,0.92738,0.99301,0.96502,0.9105,0.35831,0.3628,0.81187,0.0001586,0.0001586,0.0001586
95,1130.02,0.42412,0.45026,0.83519,0.92736,0.99301,0.96309,0.92588,0.33941,0.35938,0.80476,0.0001388,0.0001388,0.0001388
96,1142.03,0.39006,0.43101,0.83405,0.92738,0.99301,0.96431,0.92887,0.33421,0.36012,0.8037,0.000119,0.000119,0.000119
97,1154.12,0.401,0.45354,0.82977,0.92737,0.99301,0.96501,0.93228,0.32607,0.35992,0.80232,9.92e-05,9.92e-05,9.92e-05
98,1166.14,0.41021,0.45273,0.83569,0.92733,0.99301,0.96486,0.93147,0.32315,0.35918,0.80166,7.94e-05,7.94e-05,7.94e-05
99,1178.22,0.37628,0.43383,0.81451,0.92736,0.99301,0.96473,0.93119,0.32184,0.35361,0.80269,5.96e-05,5.96e-05,5.96e-05
100,1190.17,0.40253,0.42092,0.83035,0.92735,0.99301,0.9648,0.93162,0.32362,0.35157,0.8038,3.98e-05,3.98e-05,3.98e-05
