epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.93835,2.05532,12.2169,1.41302,0.00133,0.25,0.00094,0.00031,1.63992,9.73371,1.37844,2e-05,2e-05,2e-05
2,4.6481,2.24435,7.88817,1.7385,0.03376,0.25,0.02156,0.01171,1.35524,6.20451,1.17406,5.9406e-05,5.9406e-05,5.9406e-05
3,6.49119,1.78035,9.37733,1.46617,0.09079,0.875,0.10076,0.07187,1.0236,6.01327,0.99355,9.802e-05,9.802e-05,9.802e-05
4,8.07453,1.20376,4.01647,1.08991,0.1966,1,0.23722,0.16647,1.42958,5.74906,1.10928,0.000135842,0.000135842,0.000135842
5,9.72407,1.75179,7.12358,1.12549,0.32205,0.75,0.41101,0.32845,0.8007,3.60539,0.91616,0.000172872,0.000172872,0.000172872
6,11.3705,0.89964,2.59569,0.87942,0.32205,0.75,0.41101,0.32845,0.8007,3.60539,0.91616,0.00020911,0.00020911,0.00020911
7,13.0495,1.07052,6.03987,0.93494,0.4899,0.625,0.51192,0.30643,1.2612,3.28151,1.03474,0.000244556,0.000244556,0.000244556
8,14.5602,1.15454,4.51251,0.92089,0.45386,0.75,0.56026,0.44904,0.81497,3.04749,0.88269,0.00027921,0.00027921,0.00027921
9,16.2718,0.68001,5.49759,0.90587,0.45386,0.75,0.56026,0.44904,0.81497,3.04749,0.88269,0.000313072,0.000313072,0.000313072
10,17.9195,0.83164,3.93632,0.96508,0.41652,1,0.4975,0.37925,0.80672,2.84757,0.87139,0.000346142,0.000346142,0.000346142
11,19.6266,0.82551,4.96299,1.02449,0.41652,1,0.4975,0.37925,0.80672,2.84757,0.87139,0.00037842,0.00037842,0.00037842
12,21.0201,0.86776,1.93243,0.97848,0.39564,1,0.47661,0.38401,0.70722,2.70079,0.83002,0.000409906,0.000409906,0.000409906
13,22.3973,0.82087,3.52087,1.0239,0.39564,1,0.47661,0.38401,0.70722,2.70079,0.83002,0.0004406,0.0004406,0.0004406
14,23.7729,0.9432,3.26121,0.88028,0.39564,1,0.47661,0.38401,0.70722,2.70079,0.83002,0.000470502,0.000470502,0.000470502
15,25.4335,0.83657,2.82621,0.85213,0.00533,1,0.03964,0.03215,0.74119,3.86321,0.84645,0.000499612,0.000499612,0.000499612
16,26.997,1.04389,3.50193,0.86894,0.00533,1,0.03964,0.03215,0.74119,3.86321,0.84645,0.00052793,0.00052793,0.00052793
17,28.5137,0.84119,3.39308,1.06451,0.00533,1,0.03964,0.03215,0.74119,3.86321,0.84645,0.000555456,0.000555456,0.000555456
18,29.9451,0.99914,2.88739,0.9023,0.19307,0.875,0.19897,0.15565,0.73196,3.63153,0.85179,0.00058219,0.00058219,0.00058219
19,31.578,0.88641,2.59875,0.94544,0.19307,0.875,0.19897,0.15565,0.73196,3.63153,0.85179,0.000608132,0.000608132,0.000608132
20,33.2131,0.98446,3.70689,0.93666,0.19307,0.875,0.19897,0.15565,0.73196,3.63153,0.85179,0.000633282,0.000633282,0.000633282
21,34.7474,0.72597,2.9534,0.84166,0.27945,1,0.32218,0.24124,0.77272,3.24146,0.90104,0.00065764,0.00065764,0.00065764
22,36.1979,0.92208,2.14358,0.79256,0.27945,1,0.32218,0.24124,0.77272,3.24146,0.90104,0.000681206,0.000681206,0.000681206
23,37.6234,0.91929,3.66748,0.91316,0.27945,1,0.32218,0.24124,0.77272,3.24146,0.90104,0.00070398,0.00070398,0.00070398
24,39.1092,0.97733,4.23459,0.81543,0.27945,1,0.32218,0.24124,0.77272,3.24146,0.90104,0.000725962,0.000725962,0.000725962
25,40.5125,0.94093,3.54794,0.82448,0.07543,0.625,0.09216,0.07089,1.01511,4.37072,0.94213,0.000747152,0.000747152,0.000747152
26,42.0018,0.34408,8.83558,0.51636,0.07543,0.625,0.09216,0.07089,1.01511,4.37072,0.94213,0.00076755,0.00076755,0.00076755
27,43.3975,0.52103,7.74556,0.45356,0.07543,0.625,0.09216,0.07089,1.01511,4.37072,0.94213,0.000787156,0.000787156,0.000787156
28,44.7583,0.81932,2.67244,0.88435,0.07543,0.625,0.09216,0.07089,1.01511,4.37072,0.94213,0.00080597,0.00080597,0.00080597
29,46.2313,1.15466,2.31056,0.89943,0.07543,0.625,0.09216,0.07089,1.01511,4.37072,0.94213,0.000823992,0.000823992,0.000823992
30,47.63,1.37685,2.75551,0.96452,0.19165,1,0.2041,0.17129,0.74271,4.09864,0.86631,0.000841222,0.000841222,0.000841222
31,49.0291,0.64227,3.15821,0.87482,0.19165,1,0.2041,0.17129,0.74271,4.09864,0.86631,0.00085766,0.00085766,0.00085766
32,50.4673,0.83022,3.00144,0.92057,0.19165,1,0.2041,0.17129,0.74271,4.09864,0.86631,0.000873306,0.000873306,0.000873306
33,52.0641,0.846,2.13321,0.84772,0.19165,1,0.2041,0.17129,0.74271,4.09864,0.86631,0.00088816,0.00088816,0.00088816
34,53.4946,0.90249,2.30035,0.89165,0.19165,1,0.2041,0.17129,0.74271,4.09864,0.86631,0.000902222,0.000902222,0.000902222
35,54.9188,0.76776,2.82874,0.92608,0.19165,1,0.2041,0.17129,0.74271,4.09864,0.86631,0.000915492,0.000915492,0.000915492
36,56.6191,0.67651,2.34991,0.89828,0.18852,1,0.199,0.17163,0.67068,4.26274,0.84126,0.00092797,0.00092797,0.00092797
37,57.9836,0.58162,1.69974,0.92508,0.18852,1,0.199,0.17163,0.67068,4.26274,0.84126,0.000939656,0.000939656,0.000939656
38,59.3479,0.83809,1.6013,0.9056,0.18852,1,0.199,0.17163,0.67068,4.26274,0.84126,0.00095055,0.00095055,0.00095055
39,60.768,0.75752,1.97059,0.80552,0.18852,1,0.199,0.17163,0.67068,4.26274,0.84126,0.000960652,0.000960652,0.000960652
40,62.1101,0.70534,1.45927,0.78806,0.18852,1,0.199,0.17163,0.67068,4.26274,0.84126,0.000969962,0.000969962,0.000969962
41,63.5371,0.62461,2.2708,0.75588,0.18852,1,0.199,0.17163,0.67068,4.26274,0.84126,0.00097848,0.00097848,0.00097848
42,65.1574,0.9693,2.15768,0.87824,0.18852,1,0.199,0.17163,0.67068,4.26274,0.84126,0.000986206,0.000986206,0.000986206
43,66.6375,0.79348,2.21843,0.94928,0.03906,1,0.0804,0.05759,0.82619,3.76003,0.90645,0.00099314,0.00099314,0.00099314
44,68.1685,1.01387,2.0204,0.88272,0.03906,1,0.0804,0.05759,0.82619,3.76003,0.90645,0.000999282,0.000999282,0.000999282
45,69.5419,0.86121,2.84591,0.83595,0.03906,1,0.0804,0.05759,0.82619,3.76003,0.90645,0.00100463,0.00100463,0.00100463
46,70.951,0.75437,2.66653,0.86249,0.03906,1,0.0804,0.05759,0.82619,3.76003,0.90645,0.00100919,0.00100919,0.00100919
47,72.3289,1.00036,2.10384,0.90686,0.03906,1,0.0804,0.05759,0.82619,3.76003,0.90645,0.00101296,0.00101296,0.00101296
48,73.6354,0.43612,4.4791,0.45153,0.03906,1,0.0804,0.05759,0.82619,3.76003,0.90645,0.00101593,0.00101593,0.00101593
49,75.0835,1.18696,2.20244,0.90726,0.03906,1,0.0804,0.05759,0.82619,3.76003,0.90645,0.00101811,0.00101811,0.00101811
50,76.4087,0.83865,2.21572,0.87489,0.03906,1,0.0804,0.05759,0.82619,3.76003,0.90645,0.0010195,0.0010195,0.0010195
51,77.8476,1.15008,2.86387,0.92626,0.16727,1,0.20961,0.17067,0.6974,2.32357,0.83927,0.00101,0.00101,0.00101
52,79.1853,0.81084,1.59517,0.86467,0.16727,1,0.20961,0.17067,0.6974,2.32357,0.83927,0.0009902,0.0009902,0.0009902
53,80.5594,0.88813,1.66961,0.8778,0.16727,1,0.20961,0.17067,0.6974,2.32357,0.83927,0.0009704,0.0009704,0.0009704
54,81.9023,1.23281,1.83395,0.80648,0.16727,1,0.20961,0.17067,0.6974,2.32357,0.83927,0.0009506,0.0009506,0.0009506
55,83.2714,0.75975,1.77379,0.89914,0.16727,1,0.20961,0.17067,0.6974,2.32357,0.83927,0.0009308,0.0009308,0.0009308
56,84.6232,0.99589,1.7888,0.98321,0.16727,1,0.20961,0.17067,0.6974,2.32357,0.83927,0.000911,0.000911,0.000911
57,85.9476,1.0074,1.67047,0.93684,0.16727,1,0.20961,0.17067,0.6974,2.32357,0.83927,0.0008912,0.0008912,0.0008912
58,87.3459,0.66689,1.9793,0.83316,0.16727,1,0.20961,0.17067,0.6974,2.32357,0.83927,0.0008714,0.0008714,0.0008714
59,88.7564,0.69891,1.95742,0.88241,0.39856,1,0.54428,0.4492,0.70724,1.64514,0.87691,0.0008516,0.0008516,0.0008516
60,90.3768,0.79605,1.7494,0.78954,0.39856,1,0.54428,0.4492,0.70724,1.64514,0.87691,0.0008318,0.0008318,0.0008318
61,91.9928,0.76164,2.43745,0.8992,0.39856,1,0.54428,0.4492,0.70724,1.64514,0.87691,0.000812,0.000812,0.000812
62,93.7049,0.52767,3.39182,0.84827,0.39856,1,0.54428,0.4492,0.70724,1.64514,0.87691,0.0007922,0.0007922,0.0007922
63,95.2584,0.7715,1.26953,0.83242,0.39856,1,0.54428,0.4492,0.70724,1.64514,0.87691,0.0007724,0.0007724,0.0007724
64,96.8912,0.86829,2.83566,0.82468,0.39856,1,0.54428,0.4492,0.70724,1.64514,0.87691,0.0007526,0.0007526,0.0007526
65,98.6839,0.76727,1.46874,0.90398,0.39856,1,0.54428,0.4492,0.70724,1.64514,0.87691,0.0007328,0.0007328,0.0007328
66,100.365,0.80103,2.48863,0.83062,0.39856,1,0.54428,0.4492,0.70724,1.64514,0.87691,0.000713,0.000713,0.000713
67,102.211,0.79862,1.22558,0.89853,0.3962,1,0.54953,0.41472,0.80843,1.49791,0.92002,0.0006932,0.0006932,0.0006932
68,103.565,0.61092,1.65316,0.90977,0.3962,1,0.54953,0.41472,0.80843,1.49791,0.92002,0.0006734,0.0006734,0.0006734
69,104.979,0.6932,1.55835,0.75684,0.3962,1,0.54953,0.41472,0.80843,1.49791,0.92002,0.0006536,0.0006536,0.0006536
70,106.369,0.79262,2.00968,0.93515,0.3962,1,0.54953,0.41472,0.80843,1.49791,0.92002,0.0006338,0.0006338,0.0006338
71,107.699,1.76678,4.68675,0.77294,0.3962,1,0.54953,0.41472,0.80843,1.49791,0.92002,0.000614,0.000614,0.000614
72,109.035,0.74523,1.10761,0.87953,0.3962,1,0.54953,0.41472,0.80843,1.49791,0.92002,0.0005942,0.0005942,0.0005942
